distance,bodyCount,name,id,id64,coords,coordsLocked,requirePermit,information,primaryStar,duplicates,anchor_system,anchor_description,permitName
45.37,23.0,Col 69 Sector VG-G b13-0,81702616,676322943873.0,"{'x': 398.9375, 'y': -83.34375, 'z': -1379.84375}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector VG-G b13-0', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
47.54,1.0,Col 69 Sector VM-D b15-0,2646434,676323206033.0,"{'x': 399.03125, 'y': -3.5, 'z': -1341.53125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector VM-D b15-0', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
48.85,7.0,Col 69 Sector FE-B b16-0,56072445,676323009433.0,"{'x': 398.09375, 'y': -61.9375, 'z': -1319.9375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector FE-B b16-0 A', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
45.3,3.0,Col 69 Sector KD-Q c6-5,53131194,1458913087938.0,"{'x': 399.21875, 'y': -83.5625, 'z': -1378.84375}",False,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector KD-Q c6-5 A', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
28.61,,Col 69 Sector TL-G b13-0,12460109,676323009409.0,"{'x': 399.59375, 'y': -62.0625, 'z': -1379.4375}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector TL-G b13-0', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
43.3,13.0,Col 69 Sector ZQ-E a31-0,4809493,5410048067368.0,"{'x': 399.78125, 'y': -29.0625, 'z': -1325.125}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector ZQ-E a31-0', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
25.16,13.0,Col 69 Sector TB-F b14-1,25857949,2875346396041.0,"{'x': 400.3125, 'y': -23.46875, 'z': -1361.34375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector TB-F b14-1 A', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
29.97,,Col 69 Sector CB-P a25-0,12460052,5408974194424.0,"{'x': 394.09375, 'y': -41.4375, 'z': -1391.78125}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector CB-P a25-0', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
47.7,,Col 69 Sector BI-E b14-0,3202655,676322878345.0,"{'x': 400.875, 'y': -86.25, 'z': -1349.3125}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector BI-E b14-0', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
41.72,15.0,Col 69 Sector RA-I b12-0,68937081,676322943865.0,"{'x': 400.96875, 'y': -65.65625, 'z': -1394.8125}",False,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector RA-I b12-0 A', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
29.21,1.0,Col 69 Sector FM-N a26-1,84148930,23002234111744.0,"{'x': 399.3125, 'y': -25.90625, 'z': -1381.8125}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector FM-N a26-1', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
44.1,10.0,Col 69 Sector FS-C a32-1,49334825,23002233980720.0,"{'x': 398.09375, 'y': -40.34375, 'z': -1321.21875}",True,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector FS-C a32-1', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
42.67,10.0,Col 69 Sector FS-C a32-0,65672970,5410047936304.0,"{'x': 400.3125, 'y': -41.78125, 'z': -1323.40625}",False,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector FS-C a32-0', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
40.32,9.0,Col 69 Sector ZM-E b14-1,56335123,2875346199433.0,"{'x': 396.53125, 'y': -81.875, 'z': -1358.96875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector ZM-E b14-1', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
46.74,,Col 70 Sector FK-N b11-1,2646435,2875346461577.0,"{'x': 395.84375, 'y': 2.03125, 'z': -1361.71875}",False,False,{},{},,Col 69 Sector OT-J a28-0,,
22.0,1.0,Col 69 Sector JS-L a27-2,20549989,40594420156168.0,"{'x': 398.0625, 'y': -27.34375, 'z': -1370.84375}",False,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector JS-L a27-2', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
10.61,8.0,Col 69 Sector PT-J a28-2,49183556,40594420025104.0,"{'x': 395.59375, 'y': -41.75, 'z': -1363.53125}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector PT-J a28-2', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
23.58,12.0,Col 69 Sector HH-N a26-0,76908748,5410047936256.0,"{'x': 396.53125, 'y': -40.84375, 'z': -1383.71875}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector HH-N a26-0', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
43.63,1.0,Col 69 Sector DX-C a32-1,4809502,23002234111792.0,"{'x': 396.875, 'y': -28.1875, 'z': -1324.09375}",True,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector DX-C a32-1', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
25.34,2.0,Col 69 Sector TB-F b14-0,66083661,676323140489.0,"{'x': 397.4375, 'y': -21.3125, 'z': -1364.125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector TB-F b14-0 A', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
43.86,6.0,Col 69 Sector DX-C a32-0,92211788,5410048067376.0,"{'x': 397.78125, 'y': -34.78125, 'z': -1322.15625}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector DX-C a32-0', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
35.74,10.0,Col 69 Sector DT-C b15-1,68525967,2875346199441.0,"{'x': 397.84375, 'y': -69.96875, 'z': -1342.96875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector DT-C b15-1', 'isScoopable': True}",,Col 69 Sector OT-J a28-0,,
41.51,,Col 69 Sector ZQ-E a31-1,88423861,23002234111784.0,"{'x': 397.1875, 'y': -32.1875, 'z': -1325.15625}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector ZQ-E a31-1', 'isScoopable': False}",,Col 69 Sector OT-J a28-0,,
78.29,9.0,Col 69 Sector WO-Q c5-10,3195842,2833436611002.0,"{'x': 467.125, 'y': -349.875, 'z': -1405.21875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WO-Q c5-10', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
71.79,2.0,Col 69 Sector QN-S c4-5,2985657,1459047109042.0,"{'x': 467.3125, 'y': -342.71875, 'z': -1427.71875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector QN-S c4-5 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
91.99,9.0,Col 69 Sector UJ-P c6-8,26285865,2283680895426.0,"{'x': 467.5625, 'y': -264.375, 'z': -1374.03125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector UJ-P c6-8', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
62.51,9.0,Col 69 Sector QN-S c4-11,2960326,3108314550706.0,"{'x': 467.6875, 'y': -310.0625, 'z': -1427.6875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector QN-S c4-11', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
89.46,3.0,Col 69 Sector MI-G b12-0,19915870,677127660409.0,"{'x': 467.03125, 'y': -253.28125, 'z': -1393.4375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector MI-G b12-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
88.47,2.0,Col 69 Sector MX-S c4-1,17878402,359535546802.0,"{'x': 467.96875, 'y': -248.90625, 'z': -1447.0625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector MX-S c4-1 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
95.02,10.0,Col 69 Sector NS-T d3-0,1191169,10577971427.0,"{'x': 468.625, 'y': -299.84375, 'z': -1353.46875}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector NS-T d3-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
84.56,2.0,Col 69 Sector JM-V d2-1,19915860,44937709787.0,"{'x': 463.28125, 'y': -267.375, 'z': -1457.53125}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector JM-V d2-1 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
86.53,2.0,Col 69 Sector QD-R c5-6,12129703,1733925081530.0,"{'x': 470.96875, 'y': -245.3125, 'z': -1418.125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector QD-R c5-6', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
70.56,16.0,Col 69 Sector SY-Q c5-11,10762519,3108314583482.0,"{'x': 469.5, 'y': -276.96875, 'z': -1407.03125}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector SY-Q c5-11 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
64.57,1.0,Col 69 Sector JM-V d2-13,5084625,457254570203.0,"{'x': 469.75, 'y': -297.84375, 'z': -1404.9375}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector JM-V d2-13', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
88.25,7.0,DM99 266,19915875,677127660401.0,"{'x': 469.875, 'y': -245.25, 'z': -1410.71875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 266 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
75.53,1.0,Col 69 Sector EW-J b10-0,28322265,677127660393.0,"{'x': 470.28125, 'y': -262.25, 'z': -1430.71875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector EW-J b10-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
84.58,13.0,Col 69 Sector SI-S c4-8,2831784,2283680797106.0,"{'x': 471, 'y': -368.34375, 'z': -1429.90625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector SI-S c4-8', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
83.03,,Col 69 Sector MX-S c4-7,4486423,2008802988466.0,"{'x': 471.65625, 'y': -249.1875, 'z': -1429.03125}",True,False,{},{},,Col 69 Sector RN-S c4-9,,
99.78,9.0,Col 69 Sector LX-T d3-15,14567520,525974063331.0,"{'x': 471.6875, 'y': -262.90625, 'z': -1358.3125}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector LX-T d3-15', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
65.98,1.0,Col 69 Sector SY-Q c5-7,9975294,2008802955706.0,"{'x': 471.9375, 'y': -285.09375, 'z': -1404.4375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector SY-Q c5-7', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
90.67,6.0,Col 69 Sector UJ-P c6-9,11251523,2558558802370.0,"{'x': 472.03125, 'y': -263.75, 'z': -1371.71875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UJ-P c6-9 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
81.28,1.0,Col 69 Sector WE-P c6-8,1191159,2283680862658.0,"{'x': 469.15625, 'y': -290.9375, 'z': -1374.46875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector WE-P c6-8', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
81.81,1.0,Col 69 Sector MX-S c4-10,66383627,2833436709298.0,"{'x': 467, 'y': -256.15625, 'z': -1429.65625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector MX-S c4-10', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
64.85,9.0,Col 69 Sector QN-S c4-10,31324547,2833436643762.0,"{'x': 465.3125, 'y': -308.6875, 'z': -1427.53125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QN-S c4-10', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
99.02,,Col 69 Sector MX-S c4-3,5068821,909291360690.0,"{'x': 466.75, 'y': -232.09375, 'z': -1430.1875}",True,False,{},{},,Col 69 Sector RN-S c4-9,,
64.41,4.0,Col 69 Sector JM-V d2-14,17745800,491614308571.0,"{'x': 472.25, 'y': -299.65625, 'z': -1398.4375}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector JM-V d2-14 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
75.15,12.0,Col 69 Sector QN-S c4-6,2961953,1733925015986.0,"{'x': 463.5, 'y': -342.75, 'z': -1427.40625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QN-S c4-6', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
97.7,8.0,Col 69 Sector YZ-O c6-1,1191150,359535481282.0,"{'x': 463.65625, 'y': -310.5625, 'z': -1353.875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector YZ-O c6-1', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
80.18,11.0,Col 69 Sector WO-Q c5-9,6113905,2558558704058.0,"{'x': 463.71875, 'y': -346.15625, 'z': -1401.65625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WO-Q c5-9', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
73.34,1.0,Col 69 Sector QN-S c4-4,19525006,1184169202098.0,"{'x': 463.9375, 'y': -339.1875, 'z': -1430.59375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector QN-S c4-4', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
92.15,10.0,Col 69 Sector UJ-P c6-5,16480894,1459047174594.0,"{'x': 464.0625, 'y': -263.34375, 'z': -1379.28125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UJ-P c6-5', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
66.55,4.0,Col 69 Sector UT-Q c5-4,11421069,1184169202106.0,"{'x': 464.125, 'y': -311.75, 'z': -1417.71875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector UT-Q c5-4 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
83.62,84.0,Col 69 Sector WE-P c6-9,1191160,2558558769602.0,"{'x': 464.15625, 'y': -285.5, 'z': -1379.25}",False,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WE-P c6-9 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
80.1,1.0,Col 69 Sector WO-Q c5-4,3360275,1184169169338.0,"{'x': 466.84375, 'y': -353.75, 'z': -1407.53125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WO-Q c5-4', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
96.85,11.0,Col 69 Sector NS-T d3-1,1191167,44937709795.0,"{'x': 464.1875, 'y': -285.9375, 'z': -1358.03125}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector NS-T d3-1', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
92.2,12.0,Col 69 Sector UJ-P c6-4,2476346,1184169267650.0,"{'x': 464.59375, 'y': -260.59375, 'z': -1381.21875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UJ-P c6-4 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
90.71,2.0,Col 69 Sector UJ-P c6-11,14841137,3108314616258.0,"{'x': 464.90625, 'y': -262.65625, 'z': -1381.65625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UJ-P c6-11 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
80.84,25.0,Col 69 Sector HR-V d2-20,5699821,697772755163.0,"{'x': 465.0625, 'y': -260.1875, 'z': -1421.9375}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector HR-V d2-20 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
71.17,1.0,Col 69 Sector SY-Q c5-8,3367278,2283680862650.0,"{'x': 465.96875, 'y': -281.25, 'z': -1410.21875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector SY-Q c5-8', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
94.38,1.0,Col 69 Sector HR-V d2-18,54117139,629053278427.0,"{'x': 466.0625, 'y': -243, 'z': -1401.46875}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector HR-V d2-18', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
65.49,1.0,Col 69 Sector OS-S c4-6,3139347,1733925048754.0,"{'x': 466.40625, 'y': -293.625, 'z': -1430}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector OS-S c4-6', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
99.31,39.0,Col 69 Sector AV-O c6-2,14971240,634413355458.0,"{'x': 466.53125, 'y': -362.4375, 'z': -1371.96875}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector AV-O c6-2 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
67.07,2.0,Col 69 Sector UT-Q c5-6,11545400,1733925015994.0,"{'x': 464.21875, 'y': -316.71875, 'z': -1416.5}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector UT-Q c5-6 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
99.01,10.0,Col 69 Sector NS-T d3-16,9846744,560333785315.0,"{'x': 472.3125, 'y': -271.1875, 'z': -1354}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector NS-T d3-16', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
72.75,11.0,DM99 265,3131924,677396095849.0,"{'x': 481.125, 'y': -257.3125, 'z': -1443.3125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 265 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
98.86,9.0,Col 69 Sector QD-R c5-11,3283344,3108314616250.0,"{'x': 472.53125, 'y': -231.40625, 'z': -1401.25}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QD-R c5-11', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
96.82,38.0,Col 69 Sector AL-N c7-7,1191154,2008802955722.0,"{'x': 479.59375, 'y': -304.1875, 'z': -1342.9375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector AL-N c7-7 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
81.83,5.0,Col 69 Sector WO-Q c5-2,2465631,634413355450.0,"{'x': 479.8125, 'y': -372.3125, 'z': -1419.65625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector WO-Q c5-2 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
83.98,24.0,Col 69 Sector DB-K b10-0,3283351,677396161385.0,"{'x': 480.46875, 'y': -242.375, 'z': -1442.03125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector DB-K b10-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
72.54,16.0,Col 69 Sector WO-Q c5-0,8053008,84657541562.0,"{'x': 480.5625, 'y': -355.96875, 'z': -1402.90625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector WO-Q c5-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
66.12,2.0,Col 69 Sector JM-V d2-10,2476337,354175355099.0,"{'x': 480.625, 'y': -290.75, 'z': -1385.15625}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector JM-V d2-10 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
95.48,6.0,Col 69 Sector VU-C b14-0,45992636,677396095881.0,"{'x': 480.875, 'y': -259.96875, 'z': -1359.25}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector VU-C b14-0', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
75.27,12.0,Col 69 Sector YZ-O c6-4,12656097,1184169202114.0,"{'x': 481.09375, 'y': -340.375, 'z': -1378.375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector YZ-O c6-4 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
88.47,20.0,Col 69 Sector QD-R c5-0,21340226,84657639866.0,"{'x': 481.125, 'y': -234.875, 'z': -1416.8125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QD-R c5-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
93.17,14.0,Col 69 Sector UJ-P c6-6,71150987,1733925081538.0,"{'x': 481.21875, 'y': -246.5, 'z': -1375.40625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UJ-P c6-6 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
81.29,8.0,Col 69 Sector WO-Q c5-1,9869836,359535448506.0,"{'x': 481.34375, 'y': -372.78125, 'z': -1419.40625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector WO-Q c5-1 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
63.02,10.0,Col 69 Sector SY-Q c5-3,3236792,909291327930.0,"{'x': 481.40625, 'y': -280.59375, 'z': -1396.375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector SY-Q c5-3', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
72.77,22.0,Col 69 Sector QD-R c5-10,11609151,2833436709306.0,"{'x': 481.53125, 'y': -259.6875, 'z': -1401}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QD-R c5-10', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
73.57,19.0,Col 69 Sector NI-G b12-0,14255785,677396095865.0,"{'x': 481.6875, 'y': -260.625, 'z': -1396.8125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector NI-G b12-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
86.59,13.0,Col 69 Sector HR-V d2-3,15026282,113657202907.0,"{'x': 481.8125, 'y': -236.5625, 'z': -1432.9375}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector HR-V d2-3', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
82.78,,Col 69 Sector HR-V d2-13,3283348,457254586587.0,"{'x': 481.84375, 'y': -240.875, 'z': -1422}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector HR-V d2-13', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
90.45,1.0,Col 69 Sector UJ-P c6-7,31066454,2008802988482.0,"{'x': 482.34375, 'y': -247.21875, 'z': -1378.53125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector UJ-P c6-7', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
77.53,2.0,Col 69 Sector SI-S c4-6,14341767,1733924983218.0,"{'x': 482.9375, 'y': -369.5, 'z': -1427.84375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector SI-S c4-6 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
68.96,12.0,Col 69 Sector OS-S c4-8,47515974,2283680862642.0,"{'x': 462.53125, 'y': -295.03125, 'z': -1429.6875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector OS-S c4-8 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
79.25,4.0,Col 69 Sector WE-P c6-6,15182857,1733925048770.0,"{'x': 483, 'y': -276.625, 'z': -1370}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector WE-P c6-6 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
74.13,2.0,Col 69 Sector TJ-E b13-0,2476341,677396030337.0,"{'x': 479.375, 'y': -277.03125, 'z': -1381.1875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector TJ-E b13-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
85.13,11.0,Col 69 Sector LN-G b12-0,30778503,677396161401.0,"{'x': 479.34375, 'y': -244.03125, 'z': -1401.5}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector LN-G b12-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
93.03,3.0,Col 69 Sector YZ-O c6-6,1191153,1733925016002.0,"{'x': 479.28125, 'y': -307.71875, 'z': -1347.53125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector YZ-O c6-6 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
89.36,9.0,Col 69 Sector ZU-L b9-0,3283353,677396161377.0,"{'x': 479.0625, 'y': -244.96875, 'z': -1462.875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector ZU-L b9-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
76.07,12.0,Col 69 Sector MX-S c4-9,14841162,2558558802354.0,"{'x': 473.0625, 'y': -257.78125, 'z': -1427.875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector MX-S c4-9', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
63.94,2.0,Col 69 Sector UT-Q c5-10,4769987,2833436643770.0,"{'x': 473.78125, 'y': -332.3125, 'z': -1407.4375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector UT-Q c5-10 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
92.9,6.0,Col 69 Sector YZ-O c6-7,1191151,2008802922946.0,"{'x': 473.90625, 'y': -313.5625, 'z': -1351.6875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector YZ-O c6-7', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
91.37,3.0,Col 69 Sector YZ-O c6-11,100257,3108314550722.0,"{'x': 474.125, 'y': -330.375, 'z': -1356.78125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector YZ-O c6-11 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
76.5,11.0,Col 69 Sector MX-S c4-8,68732058,2283680895410.0,"{'x': 474.84375, 'y': -255.21875, 'z': -1427.96875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector MX-S c4-8 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
66.92,11.0,Col 69 Sector SI-S c4-4,2985656,1184169169330.0,"{'x': 475.375, 'y': -346.125, 'z': -1430.84375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector SI-S c4-4 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
